WWR-NS,WWR-EW,ShadeDepth,SHGC,VLT,ExWall,EUI (kWh/m2),ELECp (W/m2),CLGp (W/m2),Daylight Autonomy,Excessive Daylight,OT26% - Patient North,OT26% - Patient South,img,EUI Saved(-)Wasted(+),REF_ELECp,REF_CLGp,REF_DA,REF_ExcDA
40,20,900,0.58,0.66,1.4,131.83,23.42,52.67,66.61,1.5,10.67,5.01,WWR-NS1_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png,4.59,5.07,7.42,0.00,-60.11
60,20,900,0.58,0.66,1.4,143.01,26.3,60.55,79.68,3.52,32.03,15.22,WWR-NS2_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png,13.45,17.99,23.50,-19.62,-6.38
80,20,900,0.58,0.66,1.4,155.73,29.17,68.9,86.51,6.43,41.35,25.7,WWR-NS3_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png,23.55,30.87,40.53,-29.88,71.01
20,40,900,0.58,0.66,1.4,126.52,22.05,48.39,43.56,1.08,0.09,0.23,WWR-NS0_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png,0.37,-1.08,-1.31,34.60,-71.28
40,40,900,0.58,0.66,1.4,132.96,23.66,53.39,70.47,1.61,10.7,5.37,WWR-NS1_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png,5.48,6.15,8.89,-5.79,-57.18
60,40,900,0.58,0.66,1.4,144.04,26.38,61.25,82.86,3.64,32.03,15.46,WWR-NS2_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png,14.27,18.35,24.92,-24.40,-3.19
80,40,900,0.58,0.66,1.4,156.71,29.4,69.48,89.24,6.56,41.35,25.86,WWR-NS3_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png,24.32,31.90,41.71,-33.97,74.47
20,60,900,0.58,0.66,1.4,128.37,22.53,49.73,48.99,1.43,0.09,0.32,WWR-NS0_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png,1.84,1.08,1.43,26.45,-61.97
40,60,900,0.58,0.66,1.4,134.84,24.14,54.54,74.26,1.98,10.75,5.72,WWR-NS1_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png,6.97,8.30,11.24,-11.48,-47.34
60,60,900,0.58,0.66,1.4,145.58,26.67,62.16,86.04,4.04,32.04,15.84,WWR-NS2_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png,15.49,19.65,26.78,-29.17,7.45
80,60,900,0.58,0.66,1.4,158.18,29.75,70.39,91.57,7.01,41.36,25.99,WWR-NS3_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png,25.49,33.47,43.57,-37.47,86.44
20,80,900,0.58,0.66,1.4,130.45,23,51.1,53.14,1.88,0.09,0.39,WWR-NS0_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png,3.49,3.19,4.22,20.22,-50.00
40,80,900,0.58,0.66,1.4,137.89,24.69,55.78,77.19,2.46,11.68,6.31,WWR-NS1_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png,9.39,10.77,13.77,-15.88,-34.57
60,80,900,0.58,0.66,1.4,147.48,27.06,63.18,88.3,4.55,32.07,16.27,WWR-NS2_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png,17.00,21.40,28.86,-32.56,21.01
80,80,900,0.58,0.66,1.4,159.92,30.11,71.36,92.98,7.58,41.35,26.2,WWR-NS3_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png,26.87,35.08,45.54,-39.59,101.60
20,20,0,0.22,0.3,1,116.8,20.09,42.91,14.5,0.82,0,0,WWR-NS0_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png,-7.34,-9.87,-12.48,78.23,-78.19
40,20,0,0.22,0.3,1,121.22,21.5,46.74,33.6,1.66,1.85,1.87,WWR-NS1_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png,-3.83,-3.54,-4.67,49.56,-55.85
60,20,0,0.22,0.3,1,125.83,22.81,50.33,60.35,2.83,11.56,5.47,WWR-NS2_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png,-0.17,2.33,2.65,9.40,-24.73
80,20,0,0.22,0.3,1,130.49,24.13,53.71,71.37,4.18,20.73,9.18,WWR-NS3_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png,3.52,8.25,9.55,-7.15,11.17
20,40,0,0.22,0.3,1,117.55,20.32,43.61,17.84,0.95,0,0,WWR-NS0_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png,-6.74,-8.84,-11.05,73.22,-74.73
40,40,0,0.22,0.3,1,122.03,21.75,47.43,36.96,1.8,1.85,1.99,WWR-NS1_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png,-3.19,-2.42,-3.26,44.51,-52.13
60,40,0,0.22,0.3,1,126.61,23.05,51,62.87,2.96,11.53,5.5,WWR-NS2_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png,0.44,3.41,4.02,5.61,-21.28
80,40,0,0.22,0.3,1,131.27,24.35,54.35,73.31,4.32,20.73,9.33,WWR-NS3_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png,4.14,9.24,10.85,-10.06,14.89
20,60,0,0.22,0.3,1,118.27,20.56,44.33,22.32,1.13,0,0,WWR-NS0_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png,-6.17,-7.76,-9.59,66.49,-69.95
40,60,0,0.22,0.3,1,122.76,21.98,48.08,41.09,1.98,1.86,2.09,WWR-NS1_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png,-2.61,-1.39,-1.94,38.31,-47.34
60,60,0,0.22,0.3,1,127.36,23.27,51.62,65.97,3.16,11.54,5.56,WWR-NS2_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png,1.04,4.40,5.28,0.96,-15.96
80,60,0,0.22,0.3,1,132.01,24.56,54.94,75.88,4.53,20.74,9.49,WWR-NS3_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png,4.73,10.18,12.05,-13.92,20.48
20,80,0,0.22,0.3,1,118.89,20.76,44.96,26.25,1.32,0,0,WWR-NS0_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png,-5.68,-6.86,-8.30,60.59,-64.89
40,80,0,0.22,0.3,1,123.53,22.21,48.73,44.66,2.18,1.86,2.2,WWR-NS1_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png,-2.00,-0.36,-0.61,32.95,-42.02
60,80,0,0.22,0.3,1,128.12,23.49,52.21,68.78,3.36,11.55,5.78,WWR-NS2_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png,1.64,5.38,6.49,-3.26,-10.64
80,80,0,0.22,0.3,1,132.74,24.77,55.51,78.22,4.75,20.73,9.71,WWR-NS3_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png,5.31,11.13,13.22,-17.43,26.33
20,20,300,0.22,0.3,1,116.2,19.9,42.39,12.69,0.56,0,0,WWR-NS0_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png,-7.81,-10.72,-13.54,80.95,-85.11
40,20,300,0.22,0.3,1,119.63,21.11,45.74,31.74,1.08,0.61,1.03,WWR-NS1_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png,-5.09,-5.29,-6.71,52.35,-71.28
60,20,300,0.22,0.3,1,124.07,22.37,49.21,59.16,2.24,7.68,4.44,WWR-NS2_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png,-1.57,0.36,0.37,11.18,-40.43
80,20,300,0.22,0.3,1,128.7,23.71,52.61,70.64,3.58,18.41,8.11,WWR-NS3_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png,2.10,6.37,7.30,-6.05,-4.79
20,40,300,0.22,0.3,1,116.53,20.09,42.99,16.06,0.64,0,0,WWR-NS0_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png,-7.55,-9.87,-12.32,75.89,-82.98
40,40,300,0.22,0.3,1,120.31,21.32,46.36,35.18,1.17,0.61,1.14,WWR-NS1_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png,-4.55,-4.35,-5.45,47.19,-68.88
60,40,300,0.22,0.3,1,124.73,22.58,49.81,61.72,2.34,7.66,4.47,WWR-NS2_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png,-1.05,1.30,1.59,7.34,-37.77
80,40,300,0.22,0.3,1,129.33,23.88,53.16,72.65,3.67,18.41,8.23,WWR-NS3_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png,2.60,7.13,8.42,-9.07,-2.39
20,60,300,0.22,0.3,1,117.18,20.29,43.6,20.57,0.81,0,0,WWR-NS0_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png,-7.04,-8.97,-11.07,69.12,-78.46
40,60,300,0.22,0.3,1,121.05,21.57,47,39.37,1.34,0.61,1.16,WWR-NS1_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png,-3.97,-3.23,-4.14,40.89,-64.36
60,60,300,0.22,0.3,1,125.46,22.8,50.41,64.87,2.52,7.66,4.57,WWR-NS2_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png,-0.47,2.29,2.81,2.61,-32.98
80,60,300,0.22,0.3,1,130.04,24.09,53.74,75.24,3.86,18.45,8.45,WWR-NS3_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png,3.17,8.08,9.61,-12.96,2.66
20,80,300,0.22,0.3,1,117.89,20.5,44.26,24.59,1.01,0,0,WWR-NS0_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png,-6.47,-8.03,-9.73,63.08,-73.14
40,80,300,0.22,0.3,1,121.8,21.77,47.63,42.95,1.55,0.61,1.23,WWR-NS1_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png,-3.37,-2.33,-2.86,35.52,-58.78
60,80,300,0.22,0.3,1,126.2,23.02,51,67.71,2.74,7.65,4.67,WWR-NS2_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png,0.12,3.28,4.02,-1.65,-27.13
80,80,300,0.22,0.3,1,130.78,24.3,54.3,77.57,4.08,18.45,8.62,WWR-NS3_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png,3.75,9.02,10.75,-16.45,8.51
20,20,600,0.22,0.3,1,115.51,19.76,42.27,11.62,0.39,0,0,WWR-NS0_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png,-8.36,-11.35,-13.79,82.56,-89.63
40,20,600,0.22,0.3,1,118.36,20.78,44.86,30.13,0.69,0.11,0.51,WWR-NS1_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png,-6.10,-6.77,-8.50,54.77,-81.65
60,20,600,0.22,0.3,1,122.54,21.99,48.17,57.96,1.64,4.79,3.31,WWR-NS2_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png,-2.78,-1.35,-1.75,12.99,-56.38
80,20,600,0.22,0.3,1,126.19,23.21,51.5,69.94,2.94,15.42,7.1,WWR-NS3_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png,0.11,4.13,5.04,-5.00,-21.81
20,40,600,0.22,0.3,1,116.02,19.92,42.55,14.88,0.44,0,0,WWR-NS0_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png,-7.96,-10.63,-13.22,77.66,-88.30
40,40,600,0.22,0.3,1,118.88,20.96,45.42,33.55,0.74,0.11,0.55,WWR-NS1_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png,-5.69,-5.97,-7.36,49.63,-80.32
60,40,600,0.22,0.3,1,123.05,22.16,48.7,60.53,1.69,4.77,3.39,WWR-NS2_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png,-2.38,-0.58,-0.67,9.13,-55.05
80,40,600,0.22,0.3,1,126.61,23.34,51.98,71.92,3,15.42,7.21,WWR-NS3_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png,0.44,4.71,6.02,-7.97,-20.21
20,60,600,0.22,0.3,1,116.69,20.11,43.14,19.41,0.59,0,0,WWR-NS0_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png,-7.43,-9.78,-12.01,70.86,-84.31
40,60,600,0.22,0.3,1,119.58,21.19,46.05,37.69,0.9,0.11,0.56,WWR-NS1_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png,-5.13,-4.93,-6.08,43.42,-76.06
60,60,600,0.22,0.3,1,123.74,22.37,49.28,63.72,1.85,4.75,3.49,WWR-NS2_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png,-1.83,0.36,0.51,4.34,-50.80
80,60,600,0.22,0.3,1,128.24,23.65,52.6,74.52,3.16,15.58,7.33,WWR-NS3_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png,1.74,6.10,7.28,-11.88,-15.96
20,80,600,0.22,0.3,1,117.42,20.31,43.74,23.49,0.77,0,0,WWR-NS0_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png,-6.85,-8.88,-10.79,64.74,-79.52
40,80,600,0.22,0.3,1,120.56,21.38,46.6,41.47,1.08,0.16,0.61,WWR-NS1_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png,-4.36,-4.08,-4.96,37.74,-71.28
60,80,600,0.22,0.3,1,124.47,22.59,49.84,66.66,2.04,4.7,3.62,WWR-NS2_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png,-1.25,1.35,1.65,-0.08,-45.74
80,80,600,0.22,0.3,1,128.96,23.85,53.13,76.92,3.37,15.58,7.5,WWR-NS3_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png,2.31,7.00,8.36,-15.48,-10.37
20,20,900,0.22,0.3,1,115.06,19.66,42.25,10.89,0.28,0,0,WWR-NS0_WWR-EW0_ShadeDepth3_SHGCVLT0_ExWall1.png,-8.72,-11.80,-13.83,83.65,-92.55
40,20,900,0.22,0.3,1,117.86,20.51,44.01,28.62,0.42,0.05,0.19,WWR-NS1_WWR-EW0_ShadeDepth3_SHGCVLT0_ExWall1.png,-6.50,-7.99,-10.24,57.03,-88.83
60,20,900,0.22,0.3,1,121.15,21.63,47.2,56.82,1.14,2.95,2.52,WWR-NS2_WWR-EW0_ShadeDepth3_SHGCVLT0_ExWall1.png,-3.89,-2.96,-3.73,14.70,-69.68
80,20,900,0.22,0.3,1,124.72,22.85,50.52,69.28,2.37,12.1,6.3,WWR-NS3_WWR-EW0_ShadeDepth3_SHGCVLT0_ExWall1.png,-1.06,2.51,3.04,-4.01,-36.97
20,40,900,0.22,0.3,1,115.44,19.8,42.39,14.09,0.3,0,0,WWR-NS0_WWR-EW1_ShadeDepth3_SHGCVLT0_ExWall1.png,-8.42,-11.17,-13.54,78.85,-92.02
40,40,900,0.22,0.3,1,118.3,20.66,44.48,31.95,0.44,0.02,0.21,WWR-NS1_WWR-EW1_ShadeDepth3_SHGCVLT0_ExWall1.png,-6.15,-7.31,-9.28,52.03,-88.30
60,40,900,0.22,0.3,1,121.54,21.77,47.66,59.4,1.17,2.96,2.56,WWR-NS2_WWR-EW1_ShadeDepth3_SHGCVLT0_ExWall1.png,-3.58,-2.33,-2.79,10.82,-68.88
80,40,900,0.22,0.3,1,125.02,22.95,50.93,71.23,2.4,12.1,6.4,WWR-NS3_WWR-EW1_ShadeDepth3_SHGCVLT0_ExWall1.png,-0.82,2.96,3.88,-6.94,-36.17
20,60,900,0.22,0.3,1,116.07,19.98,42.8,18.6,0.42,0,0,WWR-NS0_WWR-EW2_ShadeDepth3_SHGCVLT0_ExWall1.png,-7.92,-10.36,-12.71,72.08,-88.83
40,60,900,0.22,0.3,1,119.01,20.85,45.04,36.18,0.57,0.01,0.24,WWR-NS1_WWR-EW2_ShadeDepth3_SHGCVLT0_ExWall1.png,-5.59,-6.46,-8.14,45.68,-84.84
60,60,900,0.22,0.3,1,122.19,21.98,48.22,62.64,1.3,2.89,2.65,WWR-NS2_WWR-EW2_ShadeDepth3_SHGCVLT0_ExWall1.png,-3.06,-1.39,-1.65,5.96,-65.43
80,60,900,0.22,0.3,1,125.62,23.12,51.45,73.85,2.52,12.1,6.55,WWR-NS3_WWR-EW2_ShadeDepth3_SHGCVLT0_ExWall1.png,-0.34,3.72,4.94,-10.87,-32.98
20,80,900,0.22,0.3,1,116.78,20.18,43.37,22.7,0.61,0,0,WWR-NS0_WWR-EW3_ShadeDepth3_SHGCVLT0_ExWall1.png,-7.35,-9.47,-11.54,65.92,-83.78
40,80,900,0.22,0.3,1,119.77,21.06,45.64,39.98,0.76,0.01,0.27,WWR-NS1_WWR-EW3_ShadeDepth3_SHGCVLT0_ExWall1.png,-4.98,-5.52,-6.91,39.98,-79.79
60,80,900,0.22,0.3,1,122.89,22.19,48.76,65.54,1.49,2.88,2.68,WWR-NS2_WWR-EW3_ShadeDepth3_SHGCVLT0_ExWall1.png,-2.51,-0.45,-0.55,1.61,-60.37
80,80,900,0.22,0.3,1,127.28,23.43,52.03,76.27,2.72,12.34,6.69,WWR-NS3_WWR-EW3_ShadeDepth3_SHGCVLT0_ExWall1.png,0.98,5.11,6.12,-14.50,-27.66
20,20,0,0.34,0.42,1,121.52,21.16,45.92,22.88,1.38,0.06,0.22,WWR-NS0_WWR-EW0_ShadeDepth0_SHGCVLT1_ExWall1.png,-3.59,-5.07,-6.34,65.65,-63.30
40,20,0,0.34,0.42,1,129.19,23.16,51.35,51.54,2.73,11.32,5.13,WWR-NS1_WWR-EW0_ShadeDepth0_SHGCVLT1_ExWall1.png,2.49,3.90,4.73,22.62,-27.39
60,20,0,0.34,0.42,1,135.93,25.08,56.72,71.47,4.7,25.58,10.95,WWR-NS2_WWR-EW0_ShadeDepth0_SHGCVLT1_ExWall1.png,7.84,12.52,15.68,-7.30,25.00
80,20,0,0.34,0.42,1,143.76,27.11,62.03,78.87,6.72,33.48,16.99,WWR-NS3_WWR-EW0_ShadeDepth0_SHGCVLT1_ExWall1.png,14.05,21.62,26.51,-18.41,78.72
20,40,0,0.34,0.42,1,122.84,21.55,46.94,27.32,1.6,0.06,0.23,WWR-NS0_WWR-EW1_ShadeDepth0_SHGCVLT1_ExWall1.png,-2.55,-3.32,-4.26,58.99,-57.45
40,40,0,0.34,0.42,1,130.48,23.51,52.32,55.05,2.96,11.34,5.22,WWR-NS1_WWR-EW1_ShadeDepth0_SHGCVLT1_ExWall1.png,3.51,5.47,6.71,17.35,-21.28
60,40,0,0.34,0.42,1,137.14,25.39,57.5,74,4.93,25.61,11.13,WWR-NS2_WWR-EW1_ShadeDepth0_SHGCVLT1_ExWall1.png,8.80,13.91,17.28,-11.09,31.12
80,40,0,0.34,0.42,1,144.86,27.33,62.82,81,6.97,33.5,17.12,WWR-NS3_WWR-EW1_ShadeDepth0_SHGCVLT1_ExWall1.png,14.92,22.61,28.13,-21.60,85.37
20,60,0,0.34,0.42,1,124.37,21.88,47.86,32.72,1.91,0.06,0.26,WWR-NS0_WWR-EW2_ShadeDepth0_SHGCVLT1_ExWall1.png,-1.33,-1.84,-2.39,50.88,-49.20
40,60,0,0.34,0.42,1,131.74,23.85,53.25,59.37,3.28,11.36,5.29,WWR-NS1_WWR-EW2_ShadeDepth0_SHGCVLT1_ExWall1.png,4.51,7.00,8.61,10.87,-12.77
60,60,0,0.34,0.42,1,139.33,25.83,58.35,77.29,5.27,25.64,11.43,WWR-NS2_WWR-EW2_ShadeDepth0_SHGCVLT1_ExWall1.png,10.54,15.88,19.01,-16.03,40.16
80,60,0,0.34,0.42,1,145.96,27.58,63.57,83.91,7.31,33.52,17.37,WWR-NS3_WWR-EW2_ShadeDepth0_SHGCVLT1_ExWall1.png,15.80,23.73,29.66,-25.97,94.41
20,80,0,0.34,0.42,1,125.58,22.21,48.81,36.81,2.21,0.06,0.29,WWR-NS0_WWR-EW3_ShadeDepth0_SHGCVLT1_ExWall1.png,-0.37,-0.36,-0.45,44.74,-41.22
40,80,0,0.34,0.42,1,132.99,24.19,54.16,62.59,3.59,11.42,5.45,WWR-NS1_WWR-EW3_ShadeDepth0_SHGCVLT1_ExWall1.png,5.51,8.52,10.46,6.04,-4.52
60,80,0,0.34,0.42,1,140.55,26.16,59.17,79.56,5.59,25.65,11.8,WWR-NS2_WWR-EW3_ShadeDepth0_SHGCVLT1_ExWall1.png,11.50,17.36,20.68,-19.44,48.67
80,80,0,0.34,0.42,1,147.13,27.89,64.31,86.06,7.64,33.54,17.76,WWR-NS3_WWR-EW3_ShadeDepth0_SHGCVLT1_ExWall1.png,16.72,25.12,31.16,-29.20,103.19
20,20,300,0.34,0.42,1,120.27,20.87,45.16,20.92,0.96,0,0.13,WWR-NS0_WWR-EW0_ShadeDepth1_SHGCVLT1_ExWall1.png,-4.59,-6.37,-7.89,68.59,-74.47
40,20,300,0.34,0.42,1,126.82,22.58,49.85,49.76,1.84,6.7,3.64,WWR-NS1_WWR-EW0_ShadeDepth1_SHGCVLT1_ExWall1.png,0.61,1.30,1.67,25.30,-51.06
60,20,300,0.34,0.42,1,133.27,24.44,54.91,70.56,3.72,21.91,9.41,WWR-NS2_WWR-EW0_ShadeDepth1_SHGCVLT1_ExWall1.png,5.73,9.65,11.99,-5.93,-1.06
80,20,300,0.34,0.42,1,141.09,26.48,60.36,78.35,5.75,31.4,15.29,WWR-NS3_WWR-EW0_ShadeDepth1_SHGCVLT1_ExWall1.png,11.93,18.80,23.11,-17.62,52.93
20,40,300,0.34,0.42,1,121.64,21.2,46.04,25.41,1.11,0,0.14,WWR-NS0_WWR-EW1_ShadeDepth1_SHGCVLT1_ExWall1.png,-3.50,-4.89,-6.10,61.85,-70.48
40,40,300,0.34,0.42,1,127.93,22.9,50.72,53.36,1.99,6.64,3.73,WWR-NS1_WWR-EW1_ShadeDepth1_SHGCVLT1_ExWall1.png,1.49,2.74,3.45,19.89,-47.07
60,40,300,0.34,0.42,1,134.22,24.66,55.5,73.1,3.87,21.91,9.6,WWR-NS2_WWR-EW1_ShadeDepth1_SHGCVLT1_ExWall1.png,6.48,10.63,13.20,-9.74,2.93
80,40,300,0.34,0.42,1,142.02,26.66,60.96,80.45,5.91,31.42,15.5,WWR-NS3_WWR-EW1_ShadeDepth1_SHGCVLT1_ExWall1.png,12.67,19.61,24.33,-20.78,57.18
20,60,300,0.34,0.42,1,122.84,21.53,46.98,30.86,1.4,0,0.15,WWR-NS0_WWR-EW2_ShadeDepth1_SHGCVLT1_ExWall1.png,-2.55,-3.41,-4.18,53.67,-62.77
40,60,300,0.34,0.42,1,129.12,23.23,51.62,57.82,2.28,6.66,3.89,WWR-NS1_WWR-EW2_ShadeDepth1_SHGCVLT1_ExWall1.png,2.44,4.22,5.28,13.20,-39.36
60,60,300,0.34,0.42,1,135.42,25,56.39,76.46,4.18,21.94,9.91,WWR-NS2_WWR-EW2_ShadeDepth1_SHGCVLT1_ExWall1.png,7.43,12.16,15.01,-14.79,11.17
80,60,300,0.34,0.42,1,143.01,26.87,61.69,83.4,6.23,31.42,15.71,WWR-NS3_WWR-EW2_ShadeDepth1_SHGCVLT1_ExWall1.png,13.45,20.55,25.82,-25.21,65.69
20,80,300,0.34,0.42,1,124.01,21.83,47.86,35.03,1.72,0,0.16,WWR-NS0_WWR-EW3_ShadeDepth1_SHGCVLT1_ExWall1.png,-1.62,-2.06,-2.39,47.41,-54.26
40,80,300,0.34,0.42,1,130.38,23.55,52.48,61.08,2.61,6.62,3.95,WWR-NS1_WWR-EW3_ShadeDepth1_SHGCVLT1_ExWall1.png,3.44,5.65,7.04,8.30,-30.59
60,80,300,0.34,0.42,1,136.62,25.34,57.27,78.8,4.52,21.97,10.27,WWR-NS2_WWR-EW3_ShadeDepth1_SHGCVLT1_ExWall1.png,8.39,13.68,16.81,-18.30,20.21
80,80,300,0.34,0.42,1,144.14,27.16,62.41,85.57,6.57,31.42,15.96,WWR-NS3_WWR-EW3_ShadeDepth1_SHGCVLT1_ExWall1.png,14.35,21.85,27.29,-28.46,74.73
20,20,600,0.34,0.42,1,119.6,20.69,44.64,19.56,0.72,0,0.05,WWR-NS0_WWR-EW0_ShadeDepth2_SHGCVLT1_ExWall1.png,-5.12,-7.18,-8.95,70.64,-80.85
40,20,600,0.34,0.42,1,124.85,22.1,48.56,48.17,1.25,3.69,2.43,WWR-NS1_WWR-EW0_ShadeDepth2_SHGCVLT1_ExWall1.png,-0.95,-0.85,-0.96,27.68,-66.76
60,20,600,0.34,0.42,1,130.87,23.86,53.56,69.64,2.78,17.91,7.77,WWR-NS2_WWR-EW0_ShadeDepth2_SHGCVLT1_ExWall1.png,3.82,7.04,9.24,-4.55,-26.06
80,20,600,0.34,0.42,1,138.63,25.89,59.07,77.84,4.81,29.36,14.13,WWR-NS3_WWR-EW0_ShadeDepth2_SHGCVLT1_ExWall1.png,9.98,16.15,20.48,-16.86,27.93
20,40,600,0.34,0.42,1,120.52,20.95,45.42,24.02,0.81,0,0.05,WWR-NS0_WWR-EW1_ShadeDepth2_SHGCVLT1_ExWall1.png,-4.39,-6.01,-7.36,63.94,-78.46
40,40,600,0.34,0.42,1,125.77,22.37,49.32,51.73,1.34,3.69,2.49,WWR-NS1_WWR-EW1_ShadeDepth2_SHGCVLT1_ExWall1.png,-0.22,0.36,0.59,22.34,-64.36
60,40,600,0.34,0.42,1,131.64,24.04,53.97,72.24,2.89,17.92,7.97,WWR-NS2_WWR-EW1_ShadeDepth2_SHGCVLT1_ExWall1.png,4.43,7.85,10.08,-8.45,-23.14
80,40,600,0.34,0.42,1,139.39,26.04,59.52,79.96,4.91,29.36,14.27,WWR-NS3_WWR-EW1_ShadeDepth2_SHGCVLT1_ExWall1.png,10.58,16.82,21.40,-20.04,30.59
20,60,600,0.34,0.42,1,121.58,21.24,46.27,29.54,1.07,0,0.07,WWR-NS0_WWR-EW2_ShadeDepth2_SHGCVLT1_ExWall1.png,-3.55,-4.71,-5.63,55.65,-71.54
40,60,600,0.34,0.42,1,126.92,22.7,50.19,56.27,1.61,3.68,2.55,WWR-NS1_WWR-EW2_ShadeDepth2_SHGCVLT1_ExWall1.png,0.69,1.84,2.37,15.52,-57.18
60,60,600,0.34,0.42,1,132.72,24.33,54.67,75.6,3.15,17.96,8.24,WWR-NS2_WWR-EW2_ShadeDepth2_SHGCVLT1_ExWall1.png,5.29,9.15,11.50,-13.50,-16.22
80,60,600,0.34,0.42,1,140.32,26.24,60.1,82.9,5.19,29.36,14.46,WWR-NS3_WWR-EW2_ShadeDepth2_SHGCVLT1_ExWall1.png,11.32,17.72,22.58,-24.46,38.03
20,80,600,0.34,0.42,1,122.76,21.53,47.12,33.75,1.37,0,0.09,WWR-NS0_WWR-EW3_ShadeDepth2_SHGCVLT1_ExWall1.png,-2.61,-3.41,-3.90,49.33,-63.56
40,80,600,0.34,0.42,1,128.16,22.99,50.98,59.61,1.91,3.69,2.69,WWR-NS1_WWR-EW3_ShadeDepth2_SHGCVLT1_ExWall1.png,1.67,3.14,3.98,10.51,-49.20
60,80,600,0.34,0.42,1,133.93,24.67,55.52,78.02,3.47,17.99,8.58,WWR-NS2_WWR-EW3_ShadeDepth2_SHGCVLT1_ExWall1.png,6.25,10.68,13.24,-17.13,-7.71
80,80,600,0.34,0.42,1,141.36,26.46,60.67,85.15,5.51,29.36,14.63,WWR-NS3_WWR-EW3_ShadeDepth2_SHGCVLT1_ExWall1.png,12.15,18.71,23.74,-27.83,46.54
20,20,900,0.34,0.42,1,119.4,20.58,44.32,18.6,0.56,0,0,WWR-NS0_WWR-EW0_ShadeDepth3_SHGCVLT1_ExWall1.png,-5.28,-7.67,-9.61,72.08,-85.11
